Pos	RPF_avg	mRNA_avg	RPF_avg_nostall	mRNA_avg_nostall
581	1.67807	0.00628592	1.66437	0.00610734
582	1.2294	0.00597245	1.2086	0.00572143
583	0.892365	0.00503638	0.930575	0.0049922
584	0.739198	0.00362269	0.748884	0.00362269
585	1.65004	0.0059067	1.66454	0.00587343
586	1.04475	0.00440881	1.09902	0.00438492
587	0.885899	0.0036055	0.890474	0.0035607
588	0.938455	0.00430615	0.969134	0.00430425
589	1.23582	0.00611892	1.26443	0.00611892
590	1.03595	0.00418747	1.04601	0.00412705
591	0.845367	0.00351298	0.829752	0.00334233
592	1.24729	0.00367675	1.25828	0.00367675
593	0.990502	0.00448204	1.0198	0.00445443
594	0.935076	0.00435808	0.96013	0.00434732
595	1.10443	0.00535444	1.10499	0.00520985
596	1.07903	0.00543177	1.11254	0.00540708
597	1.4618	0.00613871	1.49756	0.00608311
598	0.698129	0.00424173	0.717392	0.00424173
599	0.766034	0.00390225	0.771588	0.00380947
600	2.04616	0.00580691	2.05107	0.00579957
601	1.17893	0.00459893	1.13584	0.00424977
602	1.19288	0.00479998	1.1976	0.00471846
603	1.05407	0.0047689	1.08404	0.00475043
604	0.578822	0.00265812	0.588341	0.00264712
605	0.756118	0.00378368	0.749927	0.00365467
606	1.19435	0.00352971	1.20936	0.00352971
607	0.506654	0.00244029	0.497856	0.00228833
608	0.791653	0.00360721	0.83159	0.00360721
609	0.658219	0.00320581	0.664677	0.00315806
610	0.848303	0.00427449	0.86151	0.00416422
611	1.51307	0.00650205	1.4694	0.00614078
612	1.37886	0.00467754	1.39616	0.004593
613	1.44861	0.00463623	1.45426	0.00461709
614	0.887085	0.00412069	0.906845	0.00412069
615	0.726585	0.00305378	0.751299	0.00303045
616	0.88402	0.00367967	0.871959	0.0035874
617	0.799503	0.00382129	0.781167	0.00367477
618	1.09712	0.00456111	1.10881	0.00454823
619	1.04873	0.0044169	1.07542	0.00439237
620	0.950038	0.00448369	0.945162	0.00434977
621	0.70099	0.00296222	0.710762	0.00296222
622	0.913503	0.00385911	0.923249	0.00385701
623	1.07598	0.00366452	1.08977	0.00366452
624	0.843589	0.00409212	0.790242	0.0036987
625	1.42572	0.00585805	1.46741	0.00584569
626	0.842127	0.0037853	0.824333	0.00367663
627	0.781073	0.00379532	0.789223	0.00378153
628	0.776154	0.00311905	0.782506	0.00309134
629	1.59715	0.00541095	1.60016	0.00538549
630	1.34119	0.00524622	1.35289	0.00521675
631	0.706093	0.00322681	0.709214	0.00322681
632	0.889893	0.00438317	0.922625	0.00438101
633	0.785668	0.00383777	0.775531	0.00377327
634	0.608637	0.00286024	0.620469	0.00282844
635	0.60824	0.00266674	0.629227	0.00247188
636	0.612742	0.00342524	0.618766	0.00331402
637	1.25884	0.00463696	1.27178	0.00463696
638	2.24456	0.00617138	2.2602	0.00615656
639	0.762316	0.00356621	0.780552	0.00356621
640	0.95205	0.00368776	0.950998	0.00364388
641	1.06082	0.00498682	1.09134	0.0048985
642	1.00276	0.00421702	1.02227	0.00421702
643	1.21107	0.00467837	1.21606	0.00461159
644	1.28019	0.00546842	1.294	0.00545432
645	1.2337	0.00586144	1.27617	0.00564876
646	0.944059	0.00366021	0.940595	0.00351148
647	0.72697	0.00316651	0.736037	0.00316651
648	1.14653	0.00472471	1.16697	0.00472471
649	0.669099	0.00302611	0.680054	0.00302611
650	1.3521	0.00599288	1.36199	0.00594738
651	0.627907	0.00265008	0.619614	0.00255893
652	0.748994	0.00345091	0.75942	0.00345091
653	0.920833	0.00447378	0.854412	0.0041992
654	0.624345	0.00312532	0.641245	0.00308196
655	1.15074	0.00480937	1.15081	0.00474574
656	1.22687	0.00362545	1.20204	0.00336938
657	0.826278	0.00372317	0.830536	0.00368986
658	1.27953	0.00451937	1.2858	0.00450329
659	1.15244	0.0043592	1.17745	0.00435011
660	1.33508	0.00465323	1.3251	0.00453281
661	1.33392	0.00534512	1.35121	0.00534512
662	0.771258	0.00343747	0.796824	0.00343747
663	0.942055	0.00365099	0.952419	0.00365099
664	0.847664	0.00445625	0.861125	0.00445625
665	0.834586	0.00367366	0.790108	0.00346016
666	1.36968	0.0057507	1.28241	0.0051003
667	1.08119	0.00344695	1.05272	0.00332698
668	1.07609	0.00440563	1.07151	0.0043579
669	1.88292	0.00670307	1.84914	0.00640583
670	0.766231	0.00329958	0.765317	0.00323757
671	1.07285	0.0054295	1.11922	0.00536781
672	1.04899	0.00352503	1.02305	0.00333613
673	0.99084	0.00447125	1.0043	0.00447125
674	0.928942	0.00438502	0.957213	0.00438502
675	1.69438	0.00571483	1.71824	0.00571483
676	0.486571	0.00243499	0.431739	0.00203082
677	0.837388	0.00388762	0.798912	0.00357762
678	1.02649	0.00386797	1.05181	0.00381867
679	0.638991	0.00316951	0.602283	0.00287268
680	0.71989	0.00326995	0.730438	0.00323844
681	0.571224	0.00269885	0.593854	0.00265025
682	1.28982	0.00478932	1.25274	0.004575
683	1.29938	0.00310756	1.3098	0.00310756
684	0.955463	0.00295376	0.918357	0.0026207
685	1.57835	0.00601414	1.63588	0.00599713
686	0.911847	0.00410484	0.887029	0.00395388
687	0.941769	0.00440168	0.94103	0.00414243
688	1.05295	0.00410325	1.06493	0.00410325
689	0.686578	0.00288462	0.68307	0.00280075
690	1.16013	0.00410069	1.18773	0.00408552
691	0.728543	0.00286157	0.738756	0.00286157
692	1.14468	0.00525382	1.05081	0.00492198
693	0.861037	0.00394393	0.899358	0.00394393
694	0.454846	0.00212961	0.41573	0.00178119
695	1.32796	0.00460911	1.33686	0.00459127
696	1.10025	0.00526738	1.07314	0.00510925
697	0.928423	0.00399018	0.93518	0.00393906
698	0.99586	0.00428995	1.02536	0.00428995
699	1.04579	0.00561049	1.04405	0.00552375
700	0.803426	0.00410256	0.74602	0.00372015
701	0.810637	0.00349018	0.811602	0.0033943
702	1.21941	0.00474559	1.07763	0.00433728
703	0.726448	0.00406037	0.674371	0.00381906
704	0.521655	0.00270773	0.531903	0.00270773
705	0.682899	0.00375501	0.733706	0.00373671
706	0.870119	0.00398975	0.879178	0.00398975
707	1.11007	0.00391623	1.11207	0.00389772
708	0.782188	0.00373454	0.799275	0.00373454
709	0.883947	0.00369603	0.909695	0.00369603
710	1.01453	0.00544366	0.951139	0.00504723
711	0.896004	0.00459924	0.889912	0.00433442
712	0.722907	0.00325378	0.720798	0.00308058
713	1.15945	0.00378505	1.17169	0.00378505
714	1.39277	0.00583885	1.40261	0.00567185
715	0.960073	0.00552824	0.974979	0.00552824
716	1.20519	0.00466908	1.23597	0.00466908
717	1.10802	0.00410092	1.12121	0.00406484
718	1.64454	0.00624278	1.67001	0.00623993
719	0.756468	0.00287839	0.790015	0.00287839
720	1.37928	0.00438667	1.3827	0.00425951
721	0.390923	0.00198651	0.381048	0.00191842
722	1.06601	0.00457208	1.07536	0.00448678
723	1.17892	0.00498813	1.15215	0.00469403
724	0.773909	0.00333719	0.729757	0.0030194
725	0.826455	0.00333321	0.847341	0.00333321
726	0.767463	0.00384061	0.806437	0.00384061
727	1.57072	0.00747076	1.58713	0.00743372
728	1.55524	0.00384914	1.56973	0.00384623
729	0.928534	0.004239	0.865513	0.0037187
730	0.7198	0.00265063	0.703586	0.00252028
731	0.595016	0.00311989	0.626805	0.00311989
732	0.990169	0.00474785	1.03237	0.0047445
733	1.10769	0.00420162	1.1199	0.00409257
734	1.51298	0.00636862	1.48785	0.00621761
735	0.898827	0.00420731	0.926942	0.00420731
736	0.905645	0.0033865	0.915115	0.0033865
737	0.929261	0.0034072	0.952792	0.00340381
738	2.29181	0.00504827	2.30911	0.00504827
739	1.56762	0.00581686	1.48646	0.00510537
740	0.885759	0.00392816	0.877705	0.00380958
741	0.688607	0.00250655	0.690165	0.00250655
742	0.989636	0.00498451	0.995543	0.00494417
743	0.698023	0.00367076	0.68577	0.00359915
744	0.906051	0.00387401	0.926086	0.00333522
745	0.575794	0.00259042	0.581404	0.00259042
746	1.06874	0.00455796	1.02766	0.00441907
747	0.746386	0.00408815	0.766874	0.00408467
748	0.623533	0.00286149	0.641117	0.00286149
749	0.733796	0.00329031	0.718408	0.0029712
750	0.843806	0.00345541	0.833076	0.00333331
751	1.24526	0.00462468	1.19348	0.00407402
752	1.1745	0.00563831	1.19217	0.00563831
753	0.981504	0.00418827	1.00286	0.00418827
754	0.922494	0.003843	0.811008	0.00321731
755	0.747607	0.00375479	0.764955	0.00373729
756	0.301544	0.0014327	0.238264	0.0012327
757	0.531011	0.00264413	0.54465	0.00264413
758	0.914728	0.00487442	0.917532	0.00487442
759	0.679436	0.0028841	0.694673	0.0028841
760	0.77497	0.00290643	0.783943	0.00290643
761	3.791	0.00723428	3.71996	0.00661643
762	2.00702	0.00707346	2.03716	0.00707346
763	1.01965	0.00451467	1.02922	0.00451467
764	0.994998	0.00405435	1.00319	0.00405435
765	0.881484	0.00423389	0.899129	0.00421568
766	0.399427	0.00223545	0.402128	0.0021771
767	0.952121	0.00406135	0.991683	0.00406135
768	2.25829	0.00470159	2.26156	0.00470159
769	0.88309	0.00378467	0.903592	0.00378467
770	0.298188	0.00161912	0.30343	0.00161912
771	0.608317	0.00267609	0.568295	0.0022327
772	1.54472	0.00481461	1.40824	0.00421938
773	1.2713	0.00518284	1.2872	0.00518284
774	0.773954	0.00342221	0.660027	0.00302349
775	1.38826	0.00448408	1.39222	0.00448408
776	0.309774	0.0014293	0.316315	0.0014293
777	1.52138	0.0052368	1.51097	0.00517003
778	0.594411	0.00324976	0.61104	0.00324976
779	0.756667	0.00368592	0.773769	0.00368592
780	2.0488	0.00374457	2.06112	0.00374457
781	2.4783	0.00492167	2.48236	0.00492167
782	0.858102	0.00358262	0.711374	0.0029736
783	0.947021	0.00432583	0.950182	0.00432583
784	1.19835	0.00467881	1.08709	0.00427031
785	0.79013	0.00333238	0.72145	0.00308728
786	0.799348	0.00283017	0.831334	0.00283017
787	0.57425	0.00238297	0.562996	0.00231438
788	1.43132	0.00474375	1.44351	0.00474375
789	0.76729	0.00359524	0.763444	0.00343977
790	0.982798	0.0036258	0.947687	0.00348725
791	0.673946	0.00360232	0.683873	0.00359881
792	0.779892	0.00300857	0.770779	0.00293476
793	0.461157	0.00255481	0.466073	0.00249499
794	0.923241	0.00399226	0.940057	0.00399226
795	0.309739	0.000937266	0.180588	0.000601414
796	0.382489	0.00142678	0.391686	0.00142678
797	0.879976	0.00366421	0.887267	0.00366421
798	0.737645	0.00327748	0.759352	0.00327748
799	0.506755	0.00294341	0.435201	0.00235955
800	1.13349	0.00483755	1.10842	0.00469547
801	0.685463	0.00257003	0.687527	0.00253511
802	0.666988	0.00308986	0.669419	0.00301425
803	1.13395	0.004009	1.14355	0.004009
804	1.69587	0.00518522	1.70007	0.00518522
805	0.858977	0.00308535	0.873052	0.00299922
806	0.902915	0.0045819	0.926729	0.0045819
807	1.48998	0.00468562	1.49693	0.00465615
808	0.585695	0.00221413	0.592571	0.00221047
809	0.803741	0.00408984	0.740421	0.00365524
810	1.79157	0.00637067	1.80362	0.00637067
811	0.530502	0.00203146	0.532833	0.0019992
812	1.12434	0.00449053	1.16783	0.00449053
813	0.95081	0.00353018	0.982882	0.00353018
814	1.81192	0.00516461	1.8201	0.00516461
815	0.357785	0.00169408	0.362092	0.00169408
816	0.966911	0.00374746	0.97678	0.00374746
817	0.385927	0.00224491	0.393081	0.00221436
818	1.5462	0.00405103	1.55778	0.00404723
819	1.6388	0.00644923	1.64413	0.00644923
820	1.09532	0.00498231	1.09891	0.00498231
821	0.431739	0.00171215	0.434433	0.00171215
822	0.714904	0.00335018	0.726487	0.00334633
823	1.88799	0.0061242	1.89098	0.0061242
824	0.62707	0.00255014	0.628337	0.00244433
825	1.4352	0.00398353	1.45945	0.00398353
826	1.45776	0.00480458	1.46713	0.00480458
827	1.18277	0.00416014	1.23117	0.00416014
828	1.07995	0.00471259	1.1044	0.00471259
829	1.16628	0.00433885	1.21521	0.00433885
830	1.077	0.00351905	1.08488	0.00351905
831	0.822342	0.00358779	0.788202	0.00321106
832	0.779772	0.00377206	0.633406	0.00306388
833	1.28957	0.00387001	1.29433	0.00387001
834	0.573827	0.00263035	0.515615	0.00216531
835	0.545535	0.00227667	0.549601	0.00227667
836	0.885366	0.00296727	0.872601	0.00285722
837	1.16398	0.0057384	1.19519	0.0057384
838	0.56633	0.00245529	0.578824	0.00239987
839	0.524552	0.00196316	0.534791	0.00196316
840	0.69145	0.00378567	0.678302	0.00342335
841	0.687311	0.00324975	0.639819	0.00285929
842	0.989877	0.00406708	0.838117	0.00333198
843	0.931691	0.00423997	0.922432	0.00409335
844	1.46856	0.00560793	1.49142	0.00560793
845	0.595749	0.00249074	0.602013	0.00249074
846	0.862961	0.0029577	0.847784	0.00284408
847	1.43238	0.00435438	1.43748	0.00435438
848	1.38938	0.00571568	1.39371	0.00565878
849	1.07265	0.00387578	1.08616	0.00387578
850	1.46454	0.00633448	1.46414	0.00596301
851	0.661411	0.00309354	0.676101	0.00309354
852	0.432319	0.00219906	0.439431	0.00219486
853	0.902922	0.00321449	0.891269	0.00306434
854	1.2104	0.00473477	1.23128	0.00473477
855	1.21142	0.00471859	1.23413	0.00471859
856	0.963952	0.00369679	0.979967	0.00369679
857	1.03579	0.00336692	1.04616	0.00336692
858	0.915893	0.00485507	0.962945	0.00485507
859	1.16893	0.00423378	1.21911	0.00423378
860	1.50469	0.00400592	1.51725	0.00400592
861	0.855318	0.00373895	0.905269	0.00373895
862	0.636772	0.00299864	0.649789	0.00299864
863	0.607873	0.00274678	0.612759	0.00274181
864	1.11566	0.00431288	1.12468	0.00431288
865	0.453729	0.00168844	0.455289	0.00168844
866	0.692583	0.00318086	0.69661	0.00309378
867	0.548548	0.00293292	0.495685	0.00254107
868	0.539467	0.00269909	0.567988	0.00269909
869	0.619965	0.00233622	0.621591	0.00233622
870	0.953735	0.00336507	0.866198	0.00291299
871	0.850543	0.00276545	0.717189	0.00242197
872	2.57913	0.00626745	2.59434	0.00626745
873	0.885056	0.00314507	0.891231	0.00313999
874	0.899028	0.00290723	0.906459	0.00290723
875	0.94549	0.00363824	0.83245	0.00315901
876	0.669235	0.0032464	0.693218	0.00315708
877	1.15478	0.0035238	1.09434	0.00311927
878	1.09518	0.00484131	1.13373	0.00484131
879	0.777791	0.00258973	0.791226	0.00258973
880	0.341235	0.00111379	0.341286	0.00111379
881	1.47572	0.00529976	1.34069	0.00494501
882	1.26092	0.00506708	1.26997	0.0050034
883	1.17298	0.00329205	1.17054	0.00322295
884	1.26679	0.00521412	1.27914	0.00521412
885	2.29816	0.00681121	2.18325	0.00631121
886	1.28469	0.00516594	1.28366	0.00509614
887	0.783582	0.00263157	0.787651	0.00263157
888	1.02172	0.00429135	1.04005	0.00429135
889	0.338482	0.0016885	0.348935	0.0016885
890	0.364123	0.00208194	0.38486	0.00208194
891	0.271407	0.00116822	0.273215	0.00116822
892	0.557104	0.00257856	0.536321	0.00241226
893	1.40664	0.00412875	1.40523	0.00405728
894	1.73578	0.0052189	1.74462	0.0052189
895	0.362635	0.0017955	0.369765	0.0017955
896	1.54646	0.00513324	1.63612	0.00506077
897	0.636111	0.00333836	0.600163	0.00308904
898	0.35271	0.00168706	0.358844	0.00168706
899	0.598415	0.00258318	0.604936	0.00258318
900	1.30865	0.00517268	1.33985	0.00517268
901	0.893779	0.002901	0.899045	0.002901
902	0.823161	0.00282962	0.805519	0.00264275
903	1.81034	0.0086768	1.83029	0.0086768
904	1.10634	0.00385484	1.13342	0.00385484
905	1.17889	0.00401848	0.990702	0.00335035
906	0.364297	0.00155188	0.30901	0.00100364
907	1.09113	0.00408685	1.04017	0.00382805
908	1.04714	0.00457007	0.982343	0.00411717
909	1.7207	0.0065809	1.75946	0.00647395
910	0.41617	0.00173306	0.420159	0.00173306
911	2.72969	0.00713668	2.73724	0.00713668
912	1.51866	0.00457951	1.50632	0.00449611
913	0.803554	0.00332155	0.813451	0.00332155
914	0.63725	0.00291301	0.653044	0.00291301
915	1.15159	0.00497923	1.12507	0.00479817
916	0.410159	0.00227197	0.348069	0.00164179
917	1.04626	0.00455147	1.06348	0.00455147
918	1.7343	0.00473678	1.66297	0.00427123
919	1.14012	0.00515532	1.12576	0.00457699
920	0.72824	0.00282831	0.742787	0.00282831
921	1.32612	0.00544643	1.33853	0.00544643
922	0.950591	0.00322915	0.963253	0.00322915
923	0.917697	0.00434729	0.943253	0.00434729
924	0.29774	0.00167209	0.298871	0.00159925
925	1.47588	0.00460855	1.47465	0.00449137
926	0.910473	0.00252647	0.889463	0.00236934
927	0.92654	0.00451048	0.929671	0.00451048
928	0.544337	0.00198127	0.544939	0.00198127
929	0.533159	0.00277506	0.498847	0.00229337
930	0.966456	0.004932	0.935177	0.0042885
931	0.935475	0.00380759	0.975029	0.00380759
932	1.15287	0.00456225	1.16988	0.00456225
933	1.30714	0.00524857	1.27267	0.00502772
934	1.12436	0.00335093	1.07415	0.00303353
935	0.717345	0.00346935	0.705466	0.00335513
936	1.60824	0.00544553	1.64223	0.00544553
937	0.807796	0.00335015	0.764766	0.00315445
938	0.613753	0.0024002	0.602825	0.00232772
939	1.09049	0.0042814	1.09831	0.00420313
940	1.47826	0.00389259	1.52371	0.00389259
941	0.360736	0.0013551	0.382872	0.0013551
942	0.881016	0.0032051	0.873184	0.00312324
943	1.38285	0.00515319	1.34999	0.00492886
944	0.696017	0.00200026	0.704137	0.00200026
945	0.656755	0.0031936	0.671888	0.0031936
946	0.846818	0.00369933	0.910527	0.00363037
947	1.65653	0.005036	1.73273	0.005036
948	0.881158	0.00347103	0.877988	0.00339606
949	0.856847	0.00349053	0.776929	0.0030047
950	1.22285	0.00498407	1.23733	0.00498407
951	0.815142	0.00368818	0.817555	0.00368818
952	0.545588	0.00215077	0.54069	0.00206573
953	1.10607	0.00390056	1.1021	0.00383652
954	1.44971	0.00421461	1.45405	0.00421461
955	1.54704	0.00585951	1.31802	0.0049858
956	1.73027	0.00587048	1.73552	0.00579909
957	0.356656	0.0017814	0.36318	0.0017814
958	0.739344	0.00338683	0.753784	0.00338683
959	0.892162	0.0040062	0.907774	0.0040062
960	0.829605	0.00220154	0.830377	0.00216696
961	1.22728	0.00616491	1.24478	0.00616491
962	0.931981	0.00406285	0.956006	0.00406285
963	1.6288	0.00393433	1.63341	0.00386784
964	0.50798	0.00238599	0.516055	0.00238599
965	0.497931	0.00190151	0.25552	0.000997866
966	0.958222	0.00285494	0.96982	0.00285494
967	1.14947	0.00414541	0.995375	0.00342856
968	1.33382	0.0042546	1.3035	0.00403955
969	0.535355	0.00242076	0.537757	0.00242076
970	1.15057	0.00398359	1.1818	0.00393595
971	0.875649	0.00268798	0.879563	0.00268798
972	0.867381	0.00279153	0.869682	0.00270718
973	0.154405	0.000784436	0.155107	0.000784436
974	0.965503	0.00490796	0.980793	0.00490796
975	0.819684	0.00343727	0.823928	0.00343727
976	0.857711	0.00314029	0.86819	0.00314029
977	2.17903	0.00824626	2.042	0.00750221
978	2.25216	0.00843417	2.21481	0.00810118
979	0.500429	0.00185581	0.250443	0.0011101
980	0.414412	0.00228362	0.406209	0.00222431
981	1.31818	0.00450055	1.32274	0.00450055
982	1.36612	0.00413333	1.35634	0.0040467
983	0.781838	0.0028872	0.797819	0.0028872
984	1.05659	0.00385223	1.02441	0.00366411
985	0.530174	0.00245003	0.551042	0.00245003
986	0.536838	0.00161813	0.552164	0.00161813
987	1.80923	0.00780692	1.83218	0.00780692
988	1.8843	0.00488015	1.89218	0.00488015
989	0.747618	0.00282323	0.489261	0.00206393
990	0.720461	0.00310756	0.717152	0.00305999
991	0.967801	0.00389519	1.00319	0.00389519
992	1.35218	0.00473982	1.40125	0.00473982
993	0.585803	0.00271541	0.59007	0.00271541
994	1.98265	0.00671253	1.81294	0.00594625
995	0.895515	0.00311284	0.961708	0.00311284
996	0.821354	0.00309574	0.824583	0.00309574
997	0.558839	0.00227589	0.562442	0.00227589
998	1.44503	0.00378337	1.45745	0.00378337
999	0.686123	0.00363932	0.684114	0.00359544
1000	1.77277	0.00537153	1.77542	0.00537153
1001	1.38036	0.00506837	1.41893	0.00506837
1002	0.616283	0.00258655	0.629806	0.00258655
1003	0.822945	0.00372161	0.828643	0.00372161
1004	1.32205	0.00463335	1.16599	0.00404511
1005	0.42428	0.00205482	0.406585	0.00187297
1006	0.358923	0.00166333	0.364712	0.00166333
1007	0.934194	0.00361952	0.948603	0.00361952
1008	0.69505	0.00271297	0.706175	0.00271297
1009	0.786438	0.00358641	0.792118	0.00354149
1010	0.418028	0.00120828	0.420865	0.00120828
1011	0.435478	0.00202082	0.440784	0.00202082
1012	0.826853	0.00270167	0.838274	0.00270167
1013	0.928096	0.00327175	0.933273	0.00327175
1014	0.569099	0.00297564	0.592617	0.00297564
1015	0.447653	0.0020557	0.425987	0.00186944
1016	0.29975	0.00129031	0.306557	0.00129031
1017	0.494461	0.00228722	0.511076	0.00228722
1018	0.718856	0.0016523	0.72368	0.0016523
1019	0.48455	0.00195043	0.499231	0.00195043
1020	1.43895	0.00516859	1.45134	0.00516859
1021	0.400553	0.00204341	0.419428	0.00204341
1022	0.402785	0.00183143	0.415423	0.00183143
1023	0.443535	0.00174211	0.482926	0.00174211
1024	0.742443	0.00345444	0.80378	0.00345444
1025	0.860416	0.00380671	0.872476	0.00380671
1026	1.06755	0.0027877	1.08729	0.0027877
1027	1.40241	0.00453409	1.4234	0.00453409
1028	0.935112	0.00381519	0.938583	0.00381519
1029	0.24226	0.000988769	0.250935	0.000988769
1030	0.137574	0.000565882	0.139662	0.000565882
1031	0.914585	0.00370443	0.919136	0.00370443
1032	0.48892	0.00208128	0.496789	0.00208128
1033	2.4445	0.00471601	2.45717	0.00471601
1034	0.231951	0.00119256	0.237557	0.00119256
1035	1.47737	0.00501131	1.4813	0.00499687
1036	0.609103	0.00246678	0.628683	0.00246678
1037	0.688008	0.00224875	0.691303	0.00224875
1038	0.637567	0.00288198	0.640795	0.00288198
1039	1.90147	0.00584303	1.92712	0.00584303
1040	0.693812	0.0030072	0.69662	0.0030072
1041	1.3584	0.00449618	1.37698	0.00449618
1042	1.19967	0.00351465	1.09897	0.00318397
1043	0.753804	0.00242731	0.757052	0.00242731
1044	0.807099	0.0027115	0.813427	0.0027115
1045	0.813177	0.00315502	0.712816	0.00262311
1046	2.53915	0.00431195	2.54861	0.00431195
1047	1.07786	0.00327766	1.09232	0.00327766
1048	1.3277	0.00656884	1.41503	0.00656884
1049	0.679388	0.00263052	0.685846	0.00263052
1050	0.628375	0.0027705	0.642607	0.0027705
1051	0.722111	0.00299991	0.55527	0.00209412
1052	1.48777	0.00516444	1.46724	0.00482477
1053	0.224665	0.000932271	0.236212	0.000932271
1054	0.701343	0.00253526	0.709846	0.00253526
1055	1.12977	0.00304783	1.13421	0.00304783
1056	0.436218	0.00203606	0.448226	0.00203606
1057	1.34542	0.00368656	1.20087	0.00299975
1058	0.584627	0.00258674	0.604624	0.00258674
1059	1.15493	0.00366446	1.18181	0.00366446
1060	0.68239	0.00251578	0.625456	0.00205664
1061	1.82703	0.00526543	1.64583	0.00434462
1062	0.589954	0.0018608	0.486921	0.0015155
1063	1.10285	0.00406429	1.16561	0.00400658
1064	0.209185	0.00109825	0.141618	0.000635288
1065	0.776851	0.00358233	0.497307	0.00218957
1066	1.13248	0.00284146	1.13946	0.00284146
1067	0.663008	0.00218927	0.586533	0.00178686
1068	0.79239	0.00333006	0.804687	0.00333006
1069	1.23308	0.00434129	1.23642	0.00434129
1070	1.3664	0.00512998	1.28352	0.00458483
1071	0.941261	0.00268823	0.94293	0.00268823
1072	0.734209	0.00257599	0.775402	0.00257599
1073	1.64503	0.00460442	1.65791	0.00460442
1074	0.282177	0.00139487	0.216762	0.000913173
1075	1.23418	0.00549972	0.978093	0.00405463
1076	0.42389	0.00168274	0.427493	0.00168274
1077	0.420344	0.00105418	0.333415	0.000638896
1078	0.746734	0.00283829	0.761158	0.00283829
1079	0.164226	0.000644358	0.172044	0.000644358
1080	1.68389	0.00607825	1.69106	0.0060013
1081	0.216136	0.000907903	0.216539	0.000907903
1082	0.834889	0.00322892	0.841565	0.00322892
1083	1.70596	0.00302752	1.71787	0.00302752
1084	0.134659	0.000790849	0.142154	0.000790849
1085	2.26097	0.00435443	2.27608	0.00435443
1086	1.25338	0.00350664	1.27145	0.00350664
1087	0.894457	0.00345151	0.914793	0.00345151
1088	1.53951	0.00470303	1.47347	0.0044
1089	0.865539	0.00381817	0.882164	0.00381817
1090	1.03495	0.00342593	1.04892	0.00342593
1091	1.53034	0.00476788	1.53775	0.00476788
1092	0.642848	0.00181729	0.646864	0.00181729
1093	0.383354	0.00180694	0.389815	0.00180694
1094	1.68122	0.00363961	1.68408	0.00363961
1095	0.337262	0.00148549	0.344128	0.00148549
1096	0.466488	0.00120698	0.471327	0.00120698
1097	1.60425	0.00610967	1.62084	0.00610967
1098	2.16617	0.00600326	2.1148	0.00569076
1099	2.72274	0.00643801	2.71278	0.00632606
1100	0.805868	0.0022027	0.824591	0.0022027
1101	0.51975	0.00182556	0.529882	0.00182556
1102	0.482917	0.00129566	0.486534	0.00129566
1103	2.47366	0.00414694	2.4095	0.00335076
1104	0.238297	0.000864422	0.2445	0.000864422
1105	1.9402	0.00420991	1.94785	0.00420991
1106	0.855264	0.00335952	0.861511	0.00335952
1107	0.486112	0.00157373	0.492297	0.00157373
1108	0.597354	0.00283662	0.561986	0.00256866
1109	0.709796	0.00255181	0.582916	0.00197578
1110	2.17214	0.00719216	2.19036	0.00719216
1111	0.863628	0.00392005	0.891714	0.00392005
1112	0.827602	0.00324525	0.844731	0.00324525
1113	0.269729	0.00189382	0.193907	0.00108213
1114	1.96602	0.00616519	1.97345	0.00616519
1115	0.835575	0.00323029	0.828431	0.00314595
1116	0.903179	0.00213636	1.01125	0.00213636
1117	0.750375	0.0015583	0.775695	0.0015583
1118	0.822356	0.00360175	0.828626	0.00360175
1119	1.78165	0.00577307	1.28767	0.00416974
1120	0.549081	0.00240851	0.561961	0.00240851
1121	1.55978	0.00562319	1.58305	0.00562319
1122	0.750237	0.00287802	0.76001	0.00287802
1123	1.52797	0.00562541	1.55639	0.00562541
1124	0.404383	0.00170349	0.425095	0.00170349
1125	0.731998	0.00317149	0.713962	0.00308367
1126	0.418452	0.00196127	0.424306	0.00196127
1127	1.6536	0.00518653	1.66567	0.00518653
1128	0.786861	0.00331691	0.788867	0.00331691
1129	1.47405	0.00376786	1.47469	0.00376786
1130	0.79817	0.00291451	0.809491	0.00291451
1131	0.932098	0.00293945	0.937393	0.00293945
1132	0.521394	0.00208819	0.529236	0.00208819
1133	1.39247	0.00372926	1.39567	0.00372926
1134	0.470592	0.00255194	0.497221	0.00255194
1135	1.49525	0.00521719	1.50266	0.00521719
1136	0.427096	0.00179447	0.438712	0.00179447
1137	1.05285	0.00434874	1.08337	0.00434874
1138	1.11313	0.00346939	1.13121	0.00346939
1139	1.0567	0.00419758	1.06264	0.00419758
1140	0.704196	0.00191948	0.709043	0.00191948
1141	0.261234	0.0010051	0.267286	0.0010051
1142	0.33866	0.00133658	0.339448	0.00129762
1143	0.258872	0.000876741	0.262799	0.000876741
1144	0.344636	0.0016043	0.36385	0.0016043
1145	1.85312	0.00286543	1.86047	0.00286543
1146	2.42973	0.00875169	2.54974	0.00875169
1147	1.01925	0.00339361	1.02221	0.00339361
1148	0.715518	0.00257328	0.755287	0.00257328
1149	0.911956	0.00329453	0.919915	0.00329453
1150	0.543466	0.00206237	0.549402	0.00206237
1151	0.62459	0.00285346	0.633026	0.00285346
1152	1.61169	0.00482043	1.61331	0.00477941
1153	0.561979	0.00209244	0.573561	0.00209244
1154	0.143891	0.000747473	0.145222	0.000747473
1155	0.0866906	0.000493997	0.0888276	0.000493997
